nb_candidats_g;note_a_l_ecrit_g;taux_d_acces_6eme_3eme;part_presents_3eme_ordinaire_total;taux_de_reussite_g
132;9.6;87.0;98.0;83.0
123;9.1;89.0;97.0;91.0
103;10.2;88.0;92.0;89.0
137;11.9;95.0;100.0;92.0
107;11.6;93.0;91.0;92.0
115;10.1;86.0;98.0;90.0
60;12.1;87.0;95.0;92.0
120;9.8;99.0;100.0;90.0
119;11.2;98.0;98.0;97.0
120;11.2;90.0;95.0;96.0
149;11.7;95.0;100.0;93.0
113;9.7;96.0;96.0;81.0
137;10.2;92.0;100.0;91.0
66;9.2;96.0;93.0;83.0
147;10.8;91.0;96.0;95.0
71;10.7;84.0;100.0;100.0
125;10.9;95.0;97.0;90.0
56;9.5;95.0;96.0;80.0
115;10.4;93.0;97.0;88.0
179;10.7;95.0;92.0;85.0
69;9.4;99.0;100.0;90.0
139;8.5;95.0;99.0;88.0
46;8.8;84.0;100.0;98.0
50;10.9;87.0;98.0;94.0
57;6.4;93.0;98.0;89.0
71;8.2;89.0;100.0;97.0
150;11.5;87.0;100.0;100.0
80;8.2;90.0;100.0;84.0
98;9.2;95.0;100.0;90.0
41;11.4;91.0;98.0;100.0
85;7.8;85.0;100.0;82.0
61;8.2;88.0;100.0;85.0
45;9.1;98.0;100.0;96.0
99;9.7;79.0;100.0;96.0
168;13.2;90.0;98.0;100.0
101;9.3;88.0;98.0;100.0
194;6.5;92.0;92.0;79.0
113;6.6;93.0;96.0;85.0
114;8.3;82.0;96.0;86.0
90;8.0;91.0;93.0;84.0
187;6.8;80.0;89.0;81.0
131;8.5;86.0;94.0;79.0
67;3.5;91.0;96.0;55.0
166;5.3;91.0;89.0;59.0
101;10.7;90.0;99.0;96.0
130;11.5;91.0;100.0;88.0
99;8.8;96.0;95.0;72.0
197;10.7;93.0;98.0;85.0
104;10.6;90.0;95.0;91.0
201;11.6;88.0;99.0;88.0
145;13.3;91.0;99.0;99.0
218;12.9;94.0;99.0;91.0
93;10.0;96.0;98.0;83.0
148;9.6;94.0;92.0;83.0
188;9.9;93.0;99.0;76.0
160;12.0;94.0;100.0;86.0
128;11.3;88.0;96.0;73.0
210;10.6;93.0;96.0;85.0
89;9.9;91.0;86.0;85.0
128;6.9;93.0;95.0;75.0
399;7.2;95.0;96.0;69.0
371;6.1;94.0;97.0;77.0
299;5.4;95.0;96.0;39.0
200;7.8;93.0;86.0;84.0
210;5.6;94.0;100.0;63.0
113;9.7;93.0;98.0;86.0
61;10.6;99.0;87.0;90.0
158;7.5;89.0;99.0;66.0
128;8.9;83.0;98.0;89.0
169;11.0;92.0;89.0;95.0
126;10.6;92.0;99.0;90.0
121;8.5;91.0;97.0;87.0
76;9.6;89.0;97.0;95.0
74;9.5;90.0;89.0;99.0
72;11.2;95.0;100.0;79.0
87;12.6;91.0;99.0;99.0
158;8.9;81.0;94.0;68.0
163;10.1;96.0;99.0;90.0
70;9.1;80.0;97.0;87.0
123;11.2;94.0;98.0;87.0
99;8.5;95.0;97.0;77.0
172;10.8;95.0;97.0;85.0
43;13.2;90.0;94.0;98.0
57;12.2;91.0;97.0;91.0
126;11.1;94.0;99.0;87.0
76;10.4;92.0;99.0;89.0
48;10.2;92.0;100.0;83.0
105;9.9;93.0;99.0;88.0
97;10.0;89.0;96.0;95.0
172;10.3;93.0;94.0;87.0
107;11.4;80.0;96.0;92.0
73;10.7;83.0;99.0;90.0
75;10.9;93.0;99.0;95.0
77;10.3;92.0;95.0;82.0
98;9.5;95.0;96.0;89.0
42;11.6;90.0;95.0;88.0
84;11.2;94.0;100.0;95.0
70;9.6;81.0;97.0;77.0
116;10.4;95.0;96.0;89.0
136;13.2;94.0;100.0;98.0
76;9.8;75.0;97.0;91.0
57;10.3;67.0;93.0;91.0
105;12.4;92.0;99.0;99.0
144;13.3;92.0;99.0;94.0
88;11.6;88.0;97.0;100.0
55;11.7;95.0;100.0;98.0
103;10.8;94.0;96.0;91.0
89;11.2;93.0;96.0;93.0
89;8.7;76.0;94.0;78.0
93;9.1;93.0;97.0;86.0
136;10.0;97.0;95.0;91.0
78;10.6;92.0;100.0;94.0
138;11.8;93.0;96.0;96.0
174;11.1;90.0;99.0;100.0
69;11.7;95.0;97.0;96.0
72;11.2;94.0;92.0;86.0
67;10.4;92.0;100.0;90.0
56;9.0;85.0;100.0;88.0
61;10.1;93.0;100.0;98.0
85;11.6;84.0;93.0;99.0
45;10.0;93.0;96.0;87.0
75;10.3;87.0;96.0;89.0
129;8.9;91.0;94.0;90.0
73;8.7;95.0;91.0;84.0
74;9.6;91.0;91.0;89.0
88;10.0;96.0;96.0;91.0
77;11.7;96.0;100.0;96.0
98;10.4;96.0;99.0;97.0
86;10.5;85.0;99.0;99.0
69;12.0;88.0;99.0;96.0
49;11.4;88.0;100.0;100.0
138;12.1;93.0;100.0;100.0
84;6.1;81.0;99.0;95.0
78;9.4;91.0;96.0;82.0
101;9.7;84.0;93.0;88.0
131;10.3;92.0;98.0;85.0
101;11.2;97.0;99.0;98.0
78;9.6;94.0;99.0;92.0
51;12.1;97.0;93.0;98.0
76;7.5;84.0;97.0;75.0
59;9.3;83.0;96.0;76.0
101;9.1;88.0;97.0;85.0
45;11.0;92.0;96.0;93.0
53;11.0;91.0;100.0;91.0
76;9.4;86.0;96.0;88.0
44;11.9;94.0;100.0;95.0
40;11.7;97.0;100.0;95.0
77;10.4;93.0;87.0;87.0
91;10.8;96.0;97.0;92.0
61;11.1;89.0;94.0;87.0
43;8.3;77.0;83.0;88.0
140;12.5;91.0;98.0;95.0
162;9.5;91.0;97.0;77.0
99;10.3;89.0;95.0;80.0
64;9.7;95.0;99.0;84.0
72;9.0;89.0;97.0;81.0
132;10.1;92.0;98.0;92.0
114;12.0;97.0;98.0;92.0
132;9.2;96.0;98.0;89.0
109;11.8;86.0;96.0;91.0
79;11.6;83.0;100.0;96.0
101;11.9;96.0;100.0;94.0
132;11.4;92.0;100.0;95.0
101;11.4;91.0;100.0;98.0
67;10.3;96.0;97.0;87.0
35;12.2;78.0;95.0;97.0
95;10.4;89.0;90.0;95.0
81;13.0;90.0;98.0;100.0
105;11.6;90.0;96.0;88.0
44;11.5;70.0;100.0;93.0
63;13.6;83.0;100.0;100.0
148;12.1;89.0;100.0;98.0
64;11.7;96.0;97.0;98.0
144;12.1;95.0;97.0;99.0
49;11.2;80.0;94.0;90.0
111;12.2;95.0;97.0;97.0
67;8.2;90.0;96.0;73.0
90;11.3;91.0;100.0;96.0
112;10.8;96.0;98.0;96.0
156;10.5;89.0;94.0;96.0
98;11.8;85.0;99.0;98.0
66;9.3;91.0;99.0;92.0
106;7.9;81.0;88.0;74.0
42;9.8;92.0;98.0;88.0
106;9.6;99.0;91.0;96.0
124;10.1;95.0;91.0;85.0
106;9.7;95.0;90.0;87.0
66;10.1;86.0;97.0;94.0
128;8.9;94.0;96.0;75.0
104;7.4;82.0;93.0;77.0
128;10.9;94.0;93.0;91.0
101;11.9;87.0;94.0;90.0
73;10.0;91.0;96.0;92.0
104;9.4;95.0;97.0;81.0
80;11.3;92.0;90.0;88.0
173;10.8;82.0;97.0;98.0
49;10.2;98.0;100.0;86.0
74;8.0;83.0;95.0;62.0
56;9.3;91.0;100.0;79.0
108;9.7;95.0;99.0;91.0
113;6.5;88.0;90.0;71.0
38;9.3;87.0;100.0;100.0
89;8.8;93.0;97.0;89.0
143;9.7;93.0;96.0;87.0
56;8.4;96.0;95.0;91.0
83;7.7;88.0;95.0;81.0
63;9.3;93.0;97.0;92.0
97;9.3;89.0;95.0;90.0
87;9.7;95.0;95.0;92.0
126;9.4;92.0;97.0;85.0
103;6.2;83.0;94.0;73.0
86;8.6;95.0;97.0;76.0
144;9.6;97.0;98.0;85.0
123;10.8;83.0;97.0;93.0
114;8.5;92.0;97.0;72.0
101;9.6;73.0;99.0;91.0
154;12.2;90.0;98.0;97.0
66;11.3;80.0;100.0;100.0
134;13.0;89.0;99.0;100.0
83;10.4;76.0;97.0;96.0
311;11.7;91.0;99.0;99.0
42;8.1;85.0;97.0;93.0
91;10.8;86.0;100.0;96.0
108;11.2;97.0;99.0;93.0
122;11.3;92.0;99.0;93.0
144;9.0;89.0;95.0;85.0
158;10.4;96.0;98.0;88.0
89;8.5;94.0;100.0;87.0
76;9.8;94.0;96.0;87.0
135;11.4;98.0;99.0;97.0
124;10.9;97.0;99.0;89.0
59;8.8;94.0;100.0;83.0
87;7.8;89.0;97.0;67.0
70;9.0;80.0;97.0;73.0
79;11.3;95.0;94.0;87.0
75;9.3;88.0;97.0;81.0
70;9.8;82.0;94.0;79.0
73;8.7;90.0;100.0;73.0
82;8.1;82.0;95.0;70.0
116;9.2;87.0;98.0;93.0
150;9.8;95.0;96.0;86.0
123;11.6;90.0;98.0;100.0
63;7.8;89.0;94.0;84.0
105;8.4;89.0;95.0;84.0
50;10.3;75.0;96.0;80.0
193;13.1;92.0;96.0;100.0
202;12.7;93.0;100.0;100.0
313;14.4;95.0;100.0;100.0
37;10.0;90.0;98.0;95.0
90;13.6;80.0;89.0;100.0
132;8.5;94.0;96.0;70.0
102;11.1;97.0;99.0;88.0
257;13.4;90.0;99.0;99.0
98;11.4;87.0;99.0;91.0
152;9.2;92.0;99.0;83.0
102;8.7;92.0;97.0;76.0
114;11.3;87.0;97.0;91.0
214;9.6;94.0;96.0;78.0
203;10.5;96.0;98.0;90.0
108;11.7;93.0;99.0;91.0
123;9.2;90.0;98.0;78.0
154;10.4;91.0;98.0;86.0
111;9.5;91.0;99.0;84.0
99;9.3;96.0;96.0;91.0
63;10.5;95.0;95.0;83.0
49;8.6;92.0;100.0;96.0
92;12.0;93.0;92.0;97.0
57;7.3;85.0;100.0;89.0
93;9.8;94.0;98.0;88.0
149;10.7;86.0;95.0;85.0
147;10.1;95.0;98.0;90.0
63;8.8;91.0;88.0;98.0
78;9.0;93.0;93.0;99.0
49;10.2;97.0;100.0;92.0
85;10.2;98.0;97.0;88.0
109;9.6;97.0;99.0;88.0
109;8.6;94.0;96.0;88.0
81;11.1;97.0;99.0;91.0
92;10.1;95.0;100.0;93.0
70;10.2;90.0;91.0;97.0
159;9.6;91.0;99.0;84.0
138;10.5;96.0;98.0;99.0
119;12.4;92.0;100.0;98.0
39;11.9;90.0;95.0;100.0
86;11.5;85.0;100.0;97.0
157;9.3;92.0;99.0;88.0
79;11.5;90.0;98.0;99.0
151;8.4;90.0;99.0;79.0
121;9.1;95.0;95.0;86.0
104;9.5;96.0;99.0;90.0
166;11.2;94.0;97.0;96.0
97;9.5;93.0;97.0;90.0
144;8.9;90.0;98.0;72.0
110;7.5;97.0;95.0;79.0
81;10.6;94.0;90.0;86.0
106;9.0;94.0;94.0;92.0
89;9.9;96.0;99.0;92.0
143;10.5;93.0;100.0;90.0
155;10.9;93.0;99.0;97.0
69;10.1;96.0;98.0;91.0
109;9.8;94.0;98.0;95.0
76;10.6;96.0;100.0;97.0
157;12.8;86.0;99.0;99.0
157;12.9;85.0;98.0;99.0
117;13.6;96.0;100.0;100.0
115;10.2;95.0;99.0;93.0
119;11.5;99.0;99.0;97.0
95;8.0;86.0;97.0;79.0
93;11.2;91.0;83.0;95.0
89;11.3;93.0;96.0;93.0
124;14.0;86.0;96.0;100.0
43;9.6;81.0;96.0;81.0
46;11.1;90.0;98.0;98.0
121;11.3;93.0;86.0;93.0
105;8.7;85.0;89.0;75.0
80;11.6;93.0;100.0;92.0
117;8.9;87.0;91.0;83.0
31;9.7;62.0;100.0;81.0
94;10.3;96.0;98.0;90.0
49;9.8;95.0;100.0;90.0
66;10.1;91.0;99.0;95.0
149;10.5;96.0;95.0;86.0
151;9.9;83.0;97.0;84.0
39;10.8;81.0;98.0;97.0
49;12.0;96.0;98.0;92.0
34;10.5;88.0;97.0;94.0
62;12.2;95.0;97.0;94.0
103;10.9;92.0;96.0;91.0
146;13.5;81.0;96.0;100.0
144;12.8;91.0;96.0;99.0
85;9.4;94.0;100.0;99.0
45;9.7;91.0;100.0;100.0
108;8.8;82.0;97.0;80.0
150;11.2;95.0;99.0;95.0
99;11.6;97.0;93.0;97.0
203;8.9;90.0;92.0;88.0
117;14.0;91.0;100.0;100.0
87;10.7;85.0;99.0;98.0
172;10.7;90.0;95.0;93.0
186;9.3;89.0;93.0;74.0
190;10.1;91.0;95.0;89.0
44;8.2;93.0;100.0;91.0
187;10.3;96.0;99.0;89.0
166;9.0;86.0;97.0;95.0
160;11.1;95.0;99.0;92.0
172;11.3;92.0;98.0;98.0
110;10.7;96.0;98.0;98.0
153;12.2;90.0;98.0;91.0
118;10.3;86.0;95.0;82.0
114;10.6;96.0;97.0;89.0
135;12.2;92.0;99.0;98.0
153;12.8;87.0;100.0;99.0
134;8.0;84.0;97.0;68.0
131;11.2;92.0;99.0;85.0
63;10.4;100.0;97.0;94.0
153;10.9;87.0;98.0;91.0
123;8.3;81.0;90.0;79.0
133;11.0;56.0;93.0;98.0
81;11.2;94.0;98.0;98.0
103;11.0;96.0;99.0;93.0
134;10.7;95.0;97.0;93.0
88;11.5;99.0;100.0;98.0
117;11.5;91.0;97.0;91.0
184;9.5;95.0;94.0;87.0
123;11.9;96.0;99.0;98.0
162;9.6;94.0;98.0;86.0
121;12.4;96.0;99.0;98.0
91;12.4;83.0;98.0;98.0
80;11.0;90.0;100.0;90.0
133;8.5;92.0;96.0;83.0
58;11.7;85.0;99.0;95.0
75;10.4;93.0;100.0;97.0
79;8.7;92.0;96.0;77.0
146;12.9;91.0;97.0;100.0
90;11.0;99.0;97.0;100.0
90;12.3;98.0;98.0;97.0
160;12.0;92.0;98.0;96.0
125;9.4;94.0;99.0;81.0
111;9.5;89.0;94.0;91.0
72;9.5;93.0;98.0;83.0
77;9.2;91.0;92.0;87.0
124;8.4;91.0;97.0;82.0
166;8.0;88.0;94.0;75.0
164;13.1;91.0;99.0;99.0
80;13.2;92.0;98.0;98.0
83;14.2;93.0;100.0;100.0
166;14.0;85.0;99.0;100.0
94;10.6;94.0;97.0;91.0
129;8.3;92.0;95.0;71.0
70;10.8;88.0;93.0;83.0
174;11.3;95.0;97.0;90.0
116;9.5;90.0;96.0;95.0
99;8.8;88.0;94.0;76.0
187;11.6;87.0;96.0;89.0
126;11.0;89.0;95.0;95.0
166;11.7;92.0;96.0;88.0
151;12.0;90.0;97.0;97.0
160;8.7;85.0;96.0;85.0
224;11.9;86.0;98.0;87.0
164;9.9;89.0;96.0;75.0
154;14.5;92.0;99.0;99.0
283;13.3;97.0;99.0;99.0
52;10.6;80.0;100.0;92.0
198;12.8;97.0;98.0;88.0
75;10.0;97.0;99.0;73.0
197;11.8;94.0;99.0;92.0
133;9.4;93.0;96.0;92.0
53;10.3;98.0;97.0;92.0
51;11.1;97.0;100.0;92.0
69;10.2;100.0;97.0;91.0
185;11.6;98.0;99.0;90.0
40;9.8;95.0;98.0;92.0
128;11.3;96.0;97.0;90.0
72;11.9;91.0;97.0;94.0
176;11.0;95.0;99.0;100.0
46;10.1;95.0;100.0;96.0
74;10.9;99.0;100.0;95.0
74;9.1;90.0;96.0;84.0
55;10.5;94.0;98.0;78.0
96;10.3;94.0;98.0;83.0
95;12.0;93.0;97.0;91.0
156;10.8;95.0;99.0;89.0
60;8.6;93.0;98.0;75.0
153;9.3;86.0;96.0;93.0
62;11.7;97.0;99.0;92.0
48;11.1;92.0;98.0;94.0
83;11.3;97.0;94.0;89.0
54;11.2;95.0;100.0;96.0
72;10.1;76.0;94.0;82.0
37;11.0;71.0;100.0;97.0
97;11.4;91.0;99.0;92.0
77;12.1;79.0;100.0;97.0
77;9.4;84.0;92.0;73.0
54;9.6;73.0;96.0;93.0
53;11.3;89.0;96.0;89.0
48;12.0;88.0;100.0;100.0
90;11.5;87.0;100.0;93.0
231;12.1;91.0;99.0;97.0
44;10.7;96.0;100.0;91.0
97;12.9;96.0;99.0;98.0
37;10.2;100.0;97.0;89.0
134;10.3;91.0;99.0;87.0
72;11.4;97.0;100.0;93.0
100;12.4;90.0;97.0;97.0
139;11.5;84.0;99.0;95.0
144;12.7;87.0;99.0;99.0
66;12.1;81.0;99.0;98.0
172;12.0;87.0;97.0;97.0
152;12.4;87.0;99.0;99.0
115;12.5;83.0;100.0;99.0
172;11.3;93.0;100.0;95.0
95;11.2;86.0;93.0;93.0
129;9.0;82.0;95.0;79.0
84;8.3;91.0;100.0;85.0
91;9.1;90.0;93.0;78.0
111;10.8;89.0;97.0;91.0
99;10.7;88.0;97.0;88.0
101;10.8;88.0;97.0;85.0
78;10.2;84.0;94.0;78.0
133;13.4;91.0;98.0;98.0
200;12.7;92.0;95.0;96.0
79;10.9;86.0;98.0;91.0
86;7.9;81.0;93.0;79.0
134;8.4;88.0;99.0;78.0
106;12.1;90.0;95.0;97.0
115;12.6;94.0;96.0;94.0
135;13.2;88.0;96.0;93.0
164;11.4;93.0;99.0;89.0
85;12.1;97.0;92.0;92.0
163;12.5;92.0;98.0;83.0
77;9.0;86.0;94.0;81.0
176;13.5;97.0;99.0;98.0
213;12.5;91.0;98.0;93.0
177;16.1;94.0;97.0;100.0
146;13.3;89.0;99.0;100.0
74;9.7;87.0;95.0;88.0
152;14.3;92.0;98.0;99.0
124;13.2;85.0;98.0;100.0
97;8.7;88.0;98.0;76.0
125;13.8;92.0;98.0;100.0
79;9.1;86.0;96.0;82.0
61;15.7;92.0;100.0;100.0
51;12.9;84.0;96.0;98.0
92;14.1;89.0;100.0;100.0
93;15.2;94.0;97.0;100.0
106;8.2;78.0;97.0;73.0
200;11.1;88.0;98.0;90.0
112;8.1;88.0;92.0;87.0
86;9.3;83.0;97.0;88.0
147;9.8;93.0;95.0;91.0
96;10.6;90.0;97.0;77.0
76;10.7;81.0;96.0;97.0
52;9.3;96.0;100.0;92.0
96;11.6;94.0;97.0;92.0
186;9.2;91.0;98.0;74.0
106;9.9;95.0;99.0;77.0
88;9.3;85.0;98.0;76.0
59;9.1;83.0;94.0;73.0
68;9.5;84.0;99.0;82.0
114;12.4;82.0;97.0;99.0
62;8.9;91.0;99.0;89.0
94;9.6;94.0;99.0;96.0
103;8.4;87.0;97.0;68.0
210;10.2;97.0;99.0;85.0
124;12.6;94.0;100.0;100.0
113;9.8;91.0;99.0;90.0
183;11.7;89.0;97.0;98.0
95;8.6;89.0;96.0;88.0
103;9.3;94.0;94.0;77.0
48;9.1;86.0;96.0;85.0
124;10.0;96.0;100.0;81.0
129;9.5;91.0;99.0;88.0
104;11.7;94.0;100.0;91.0
152;13.3;86.0;99.0;100.0
88;9.1;87.0;97.0;77.0
146;12.6;97.0;99.0;99.0
107;11.8;95.0;96.0;94.0
117;9.9;96.0;93.0;95.0
115;10.3;97.0;96.0;91.0
88;7.7;84.0;99.0;80.0
219;14.6;93.0;99.0;100.0
133;9.1;87.0;94.0;87.0
163;10.7;90.0;99.0;91.0
146;8.7;94.0;98.0;87.0
153;9.6;95.0;98.0;89.0
107;9.5;88.0;96.0;76.0
186;13.3;86.0;100.0;99.0
143;9.0;86.0;98.0;84.0
119;9.0;85.0;99.0;82.0
199;10.1;94.0;99.0;85.0
68;9.9;92.0;93.0;99.0
127;11.0;92.0;95.0;90.0
83;9.5;91.0;96.0;90.0
89;10.8;90.0;100.0;93.0
177;11.8;91.0;98.0;96.0
155;12.4;96.0;97.0;95.0
146;7.7;93.0;94.0;64.0
172;10.4;90.0;99.0;92.0
159;9.1;92.0;98.0;78.0
155;7.5;96.0;97.0;83.0
173;11.2;98.0;97.0;89.0
178;11.9;92.0;97.0;92.0
124;11.0;92.0;95.0;96.0
106;11.6;87.0;97.0;90.0
163;10.7;91.0;96.0;93.0
191;10.0;96.0;99.0;91.0
194;10.9;95.0;99.0;94.0
136;12.0;86.0;100.0;95.0
117;9.8;94.0;98.0;85.0
223;11.7;88.0;97.0;91.0
134;11.9;95.0;99.0;96.0
84;12.3;92.0;99.0;93.0
134;10.6;97.0;99.0;84.0
195;10.7;92.0;97.0;89.0
97;6.7;92.0;98.0;79.0
144;8.5;94.0;97.0;81.0
135;14.1;93.0;97.0;98.0
118;9.8;93.0;98.0;86.0
78;8.5;91.0;97.0;88.0
40;11.4;98.0;98.0;80.0
60;11.2;89.0;97.0;82.0
118;11.3;88.0;95.0;89.0
74;9.8;90.0;99.0;89.0
74;11.2;92.0;95.0;82.0
81;8.8;89.0;97.0;78.0
82;10.4;88.0;96.0;96.0
68;10.0;96.0;94.0;91.0
136;12.7;89.0;100.0;99.0
165;9.8;90.0;97.0;82.0
88;8.6;87.0;93.0;70.0
86;11.3;95.0;99.0;94.0
124;9.9;94.0;99.0;91.0
44;10.7;97.0;100.0;98.0
76;8.8;95.0;100.0;87.0
116;10.8;95.0;99.0;96.0
106;11.5;86.0;97.0;92.0
116;13.3;75.0;98.0;96.0
61;11.8;80.0;100.0;98.0
62;12.2;91.0;97.0;98.0
68;12.2;88.0;100.0;99.0
107;9.4;86.0;92.0;84.0
81;7.9;90.0;92.0;64.0
78;10.0;84.0;94.0;78.0
170;12.1;91.0;97.0;100.0
55;8.8;91.0;96.0;75.0
66;9.4;95.0;96.0;92.0
71;9.8;97.0;100.0;86.0
78;9.9;92.0;99.0;71.0
86;8.3;92.0;99.0;78.0
73;8.1;80.0;85.0;79.0
52;10.8;90.0;98.0;94.0
42;10.9;89.0;95.0;95.0
124;11.2;94.0;95.0;91.0
190;11.7;97.0;100.0;96.0
45;10.6;97.0;96.0;93.0
121;10.7;96.0;97.0;94.0
162;9.6;91.0;96.0;81.0
86;10.5;93.0;93.0;94.0
124;10.6;94.0;98.0;88.0
122;11.5;94.0;98.0;91.0
101;12.4;83.0;97.0;96.0
135;11.2;95.0;92.0;90.0
126;11.6;96.0;96.0;87.0
143;10.4;87.0;93.0;87.0
65;12.0;91.0;97.0;100.0
265;9.8;93.0;98.0;85.0
144;10.9;94.0;96.0;96.0
163;10.5;95.0;99.0;87.0
154;10.9;95.0;99.0;94.0
156;11.0;90.0;96.0;87.0
121;8.2;96.0;95.0;89.0
99;9.3;88.0;95.0;98.0
110;9.1;93.0;91.0;79.0
133;9.7;83.0;93.0;82.0
128;8.4;90.0;95.0;80.0
199;9.5;90.0;97.0;93.0
187;12.7;92.0;98.0;100.0
157;9.8;87.0;98.0;92.0
80;9.7;87.0;91.0;90.0
136;10.3;95.0;96.0;95.0
78;8.0;92.0;94.0;99.0
201;12.1;87.0;99.0;98.0
44;8.7;72.0;98.0;89.0
111;14.4;85.0;100.0;100.0
126;12.3;95.0;99.0;99.0
94;7.5;89.0;92.0;89.0
121;9.8;97.0;98.0;89.0
66;10.4;96.0;98.0;77.0
134;10.2;94.0;98.0;87.0
88;11.3;99.0;95.0;89.0
113;8.4;88.0;96.0;79.0
52;9.7;80.0;93.0;92.0
107;8.1;87.0;95.0;79.0
93;8.1;86.0;94.0;69.0
140;8.3;88.0;95.0;73.0
150;12.0;96.0;97.0;99.0
107;10.7;92.0;92.0;90.0
180;11.2;95.0;96.0;95.0
75;11.4;100.0;99.0;97.0
100;12.1;78.0;99.0;93.0
102;11.9;93.0;99.0;95.0
154;11.7;95.0;99.0;94.0
169;13.7;91.0;99.0;99.0
154;12.4;92.0;99.0;97.0
168;10.2;92.0;97.0;84.0
298;11.2;95.0;99.0;97.0
67;9.2;87.0;99.0;88.0
95;11.7;90.0;99.0;83.0
87;9.5;93.0;100.0;72.0
59;10.9;95.0;98.0;92.0
143;10.8;89.0;97.0;84.0
34;10.5;90.0;97.0;100.0
70;12.4;82.0;99.0;96.0
183;10.6;89.0;95.0;85.0
113;8.0;82.0;90.0;82.0
176;10.0;95.0;97.0;85.0
101;11.0;94.0;98.0;89.0
154;10.8;96.0;96.0;88.0
129;13.0;86.0;98.0;100.0
148;10.4;93.0;86.0;86.0
105;11.1;83.0;99.0;97.0
45;7.7;87.0;97.0;62.0
85;9.9;93.0;100.0;84.0
41;10.8;81.0;100.0;83.0
95;11.0;96.0;99.0;94.0
167;9.7;95.0;97.0;89.0
75;9.8;92.0;97.0;95.0
86;8.1;93.0;98.0;91.0
142;10.0;91.0;95.0;89.0
152;9.7;95.0;97.0;90.0
66;9.8;91.0;95.0;97.0
167;12.1;93.0;100.0;98.0
56;9.8;95.0;97.0;77.0
112;10.6;92.0;96.0;85.0
63;11.2;94.0;99.0;92.0
115;10.8;94.0;96.0;88.0
74;11.0;94.0;97.0;95.0
161;11.7;94.0;98.0;92.0
108;12.8;92.0;98.0;94.0
84;7.1;93.0;96.0;74.0
220;10.5;95.0;100.0;90.0
97;9.1;92.0;97.0;88.0
140;7.8;94.0;99.0;83.0
150;8.6;94.0;95.0;81.0
156;7.3;92.0;99.0;81.0
152;12.6;90.0;99.0;100.0
114;13.4;83.0;99.0;98.0
240;12.0;93.0;98.0;100.0
112;11.9;98.0;94.0;93.0
181;11.3;94.0;96.0;87.0
105;11.6;91.0;98.0;99.0
152;7.4;91.0;97.0;78.0
95;9.3;93.0;99.0;75.0
155;9.3;96.0;98.0;83.0
92;8.1;87.0;94.0;71.0
224;12.3;86.0;99.0;99.0
112;10.3;93.0;98.0;91.0
124;10.8;96.0;95.0;86.0
143;9.3;92.0;100.0;95.0
75;10.5;90.0;91.0;87.0
148;13.2;93.0;99.0;100.0
93;12.0;87.0;100.0;100.0
104;11.7;85.0;98.0;100.0
106;10.2;93.0;96.0;99.0
88;8.9;93.0;99.0;91.0
138;11.7;91.0;97.0;95.0
136;10.2;91.0;99.0;93.0
89;10.4;71.0;98.0;87.0
99;10.7;92.0;95.0;90.0
159;12.1;89.0;95.0;93.0
198;15.0;92.0;98.0;100.0
292;14.3;91.0;100.0;100.0
187;15.9;96.0;100.0;100.0
213;14.5;97.0;95.0;100.0
135;9.1;88.0;98.0;75.0
137;10.1;93.0;97.0;91.0
96;12.4;83.0;97.0;99.0
116;9.0;88.0;97.0;91.0
139;8.7;86.0;96.0;86.0
143;9.5;86.0;95.0;82.0
115;7.3;82.0;99.0;78.0
146;7.0;90.0;95.0;63.0
140;8.2;94.0;99.0;85.0
142;9.3;89.0;97.0;87.0
111;10.6;91.0;100.0;97.0
90;10.7;78.0;100.0;99.0
57;11.4;87.0;100.0;96.0
140;8.1;88.0;95.0;80.0
123;7.1;88.0;99.0;78.0
110;7.7;93.0;98.0;78.0
169;8.1;90.0;98.0;79.0
135;9.4;88.0;97.0;83.0
176;7.6;90.0;98.0;73.0
130;10.1;92.0;97.0;88.0
92;6.9;90.0;99.0;79.0
132;8.2;85.0;97.0;76.0
179;7.7;93.0;97.0;85.0
178;10.0;94.0;96.0;85.0
131;7.4;84.0;98.0;74.0
162;8.6;94.0;98.0;90.0
130;7.5;91.0;97.0;84.0
99;6.7;88.0;94.0;80.0
114;6.9;87.0;97.0;73.0
117;7.5;88.0;93.0;80.0
86;14.7;90.0;100.0;100.0
131;9.2;88.0;98.0;83.0
38;11.1;52.0;100.0;97.0
138;9.1;98.0;97.0;79.0
144;9.1;88.0;98.0;72.0
113;8.3;93.0;97.0;77.0
98;9.2;89.0;96.0;90.0
134;7.3;86.0;99.0;75.0
104;7.5;91.0;98.0;83.0
103;9.7;93.0;98.0;96.0
68;11.6;96.0;97.0;93.0
82;10.7;87.0;96.0;93.0
104;11.5;96.0;99.0;91.0
106;7.6;89.0;98.0;64.0
137;11.5;90.0;96.0;88.0
107;8.8;87.0;97.0;81.0
123;13.2;95.0;97.0;98.0
117;12.7;89.0;100.0;99.0
111;8.9;90.0;97.0;86.0
67;11.9;88.0;99.0;93.0
111;7.9;93.0;98.0;78.0
131;10.5;88.0;97.0;94.0
97;9.4;91.0;98.0;85.0
198;12.1;96.0;99.0;94.0
102;7.7;90.0;97.0;86.0
107;9.9;92.0;98.0;92.0
170;10.2;90.0;97.0;77.0
142;9.9;87.0;99.0;82.0
97;12.2;86.0;93.0;97.0
165;7.5;98.0;98.0;75.0
